-0.015 0
0.015 7.82136e-07
0.045 8.61658e-07
0.075 7.63284e-07
0.105 1.03186e-06
0.135 1.6143e-06
0.165 2.26738e-06
0.195 2.81572e-06
0.225 3.21974e-06
0.255 3.54202e-06
0.285 3.86954e-06
0.315 4.25254e-06
0.345 4.6911e-06
0.375 5.15783e-06
0.405 5.62646e-06
0.435 6.08638e-06
0.465 6.54105e-06
0.495 6.99909e-06
0.525 7.46699e-06
0.555 7.94661e-06
0.585 8.43664e-06
0.615 8.93503e-06
0.645 9.44058e-06
0.675 9.95319e-06
0.705 1.04734e-05
0.735 1.10018e-05
0.765 1.15388e-05
0.795 1.20846e-05
0.825 1.2639e-05
0.855 1.32023e-05
0.885 1.37744e-05
0.915 1.43556e-05
0.945 1.49459e-05
0.975 1.55456e-05
1.005 1.61547e-05
1.035 1.67735e-05
1.065 1.7402e-05
1.095 1.80405e-05
1.125 1.8689e-05
1.155 1.93478e-05
1.185 2.0017e-05
1.215 2.06967e-05
1.245 2.13871e-05
1.275 2.20884e-05
1.305 2.28007e-05
1.335 2.35243e-05
1.365 2.42592e-05
1.395 2.50058e-05
1.425 2.5764e-05
1.455 2.65343e-05
1.485 2.73166e-05
1.515 2.81112e-05
1.545 2.89184e-05
1.575 2.97382e-05
1.605 3.0571e-05
1.635 3.14168e-05
1.665 3.2276e-05
1.695 3.31487e-05
1.725 3.40351e-05
1.755 3.49354e-05
1.785 3.585e-05
1.815 3.67789e-05
1.845 3.77224e-05
1.875 3.86808e-05
1.905 3.96543e-05
1.935 4.06431e-05
1.965 4.16475e-05
1.995 4.26678e-05
2.025 4.37041e-05
2.055 4.47567e-05
2.085 4.58259e-05
2.115 4.6912e-05
2.145 4.80152e-05
2.175 4.91359e-05
2.205 5.02742e-05
2.235 5.14305e-05
2.265 5.2605e-05
2.295 5.37981e-05
2.325 5.50101e-05
2.355 5.62413e-05
2.385 5.74919e-05
2.415 5.87623e-05
2.445 6.00529e-05
2.475 6.13638e-05
2.505 6.26956e-05
2.535 6.40484e-05
2.565 6.54227e-05
2.595 6.68189e-05
2.625 6.82372e-05
2.655 6.9678e-05
2.685 7.11418e-05
2.715 7.26288e-05
2.745 7.41395e-05
2.775 7.56742e-05
2.805 7.72334e-05
2.835 7.88175e-05
2.865 8.04268e-05
2.895 8.20618e-05
2.925 8.37229e-05
2.955 8.54105e-05
2.985 8.71252e-05
3.015 8.88673e-05
3.045 9.06373e-05
3.075 9.24357e-05
3.105 9.42629e-05
3.135 9.61194e-05
3.165 9.80057e-05
3.195 9.99224e-05
3.225 0.00010187
3.255 0.000103849
3.285 0.000105859
3.315 0.000107903
3.345 0.000109979
3.375 0.000112088
3.405 0.000114232
3.435 0.00011641
3.465 0.000118624
3.495 0.000120873
3.525 0.000123159
3.555 0.000125483
3.585 0.000127843
3.615 0.000130242
3.645 0.000132681
3.675 0.000135159
3.705 0.000137677
3.735 0.000140236
3.765 0.000142837
3.795 0.000145481
3.825 0.000148168
3.855 0.000150899
3.885 0.000153675
3.915 0.000156496
3.945 0.000159364
3.975 0.000162278
4.005 0.000165241
4.035 0.000168252
4.065 0.000171314
4.095 0.000174425
4.125 0.000177588
4.155 0.000180804
4.185 0.000184072
4.215 0.000187395
4.245 0.000190773
4.275 0.000194207
4.305 0.000197698
4.335 0.000201247
4.365 0.000204855
4.395 0.000208524
4.425 0.000212253
4.455 0.000216045
4.485 0.000219901
4.515 0.000223821
4.545 0.000227806
